PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,,
450,1802  24TH  AVE N,NASHVILLE,SINGLE FAMILY,402000,9/10/2021,36.1809105,-86.8159736,3,,
451,538  SKYVIEW  DR,NASHVILLE,SINGLE FAMILY,609000,9/20/2021,36.1808289,-86.7293582,6,,
452,402  HART  AVE,NASHVILLE,SINGLE FAMILY,770000,9/27/2021,36.1806742,-86.7564666,6,,
453,1615 A 6TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,187500,9/6/2021,36.1806135,-86.7933619,9,,
454,3215  LEAWOOD  DR,NASHVILLE,SINGLE FAMILY,79300,9/17/2021,36.1804944,-86.8355056,4,,
455,149  TULIP GROVE  PT,HERMITAGE,SINGLE FAMILY,453100,9/16/2021,36.1804582,-86.5970589,7,,
456,613  SHADY  LN,NASHVILLE,SINGLE FAMILY,600000,9/17/2021,36.1798737,-86.7300655,6,,
457,1401  2ND  AVE N,NASHVILLE,VACANT COMMERCIAL LAND,1250000,9/15/2021,36.179723,-86.786792,9,,
458,3505  MAGNUM  DR,HERMITAGE,DUPLEX,250000,9/2/2021,36.1794206,-86.612864,7,,
459,1718  ORDWAY  PL,NASHVILLE,SINGLE FAMILY,400000,9/7/2021,36.1793193,-86.737728,6,,
460,1325   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,833100,9/24/2021,36.1792571,-86.7863385,9,,
461,1321   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,649900,9/27/2021,36.179211,-86.7863666,9,,
462,1323   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,795000,9/23/2021,36.1792077,-86.7863027,9,,
463,1810  ORDWAY  PL,NASHVILLE,DUPLEX,598000,9/9/2021,36.1791146,-86.7364314,6,,
464,1708  12TH  AVE N,NASHVILLE,SINGLE FAMILY,330000,9/22/2021,36.1790954,-86.8050668,3,,
465,1708  12TH  AVE N,NASHVILLE,SINGLE FAMILY,345500,9/22/2021,36.1790954,-86.8050668,3,,
466,419  VAN BUREN  ST,NASHVILLE,RESIDENTIAL CONDO,320000,9/15/2021,36.179084,-86.789796,9,,
467,213 B N 9TH  ST,NASHVILLE,RESIDENTIAL CONDO,285000,9/15/2021,36.1790696,-86.757671,6,,
468,213 A N 9TH  ST,NASHVILLE,RESIDENTIAL CONDO,300000,9/15/2021,36.1790696,-86.757671,6,,
469,1734  16TH  AVE N,NASHVILLE,QUADPLEX,371900,9/15/2021,36.1789581,-86.8083519,3,,
470,209  BELDING  DR,NASHVILLE,SINGLE FAMILY,344800,9/23/2021,36.1787631,-86.649793,7,,
471,1731  16TH  AVE N,NASHVILLE,QUADPLEX,463500,9/15/2021,36.1787077,-86.8088139,3,,
472,1350  ROSA L PARKS  BLVD,NASHVILLE,RESIDENTIAL CONDO,421200,9/24/2021,36.1784973,-86.7941478,9,,
473,1350  ROSA L PARKS  BLVD,NASHVILLE,RESIDENTIAL CONDO,560000,9/7/2021,36.1784973,-86.7941478,9,,
474,2807  LUMAR  LN,NASHVILLE,SINGLE FAMILY,550000,9/23/2021,36.1784253,-86.6726964,7,,
475,1325  5TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,426000,9/3/2021,36.1782432,-86.7901837,9,,
476,106 A  MYRTLE  ST,NASHVILLE,RESIDENTIAL CONDO,639900,9/21/2021,36.1781669,-86.7561916,6,,
477,106 C  MYRTLE  ST,NASHVILLE,RESIDENTIAL CONDO,629000,9/24/2021,36.1781669,-86.7561916,6,,
478,2219  MAPLECREST  DR,NASHVILLE,SINGLE FAMILY,415000,9/16/2021,36.1780167,-86.6931903,7,,
479,1714   24TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,365000,9/22/2021,36.1776789,-86.8150504,3,,
480,2600  BRITTANY  CT,NASHVILLE,SINGLE FAMILY,225000,9/7/2021,36.1772415,-86.7174493,6,,
481,1501 G 9TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,395000,9/24/2021,36.1771554,-86.7971554,9,,
482,2108  OSAGE  ST,NASHVILLE,SINGLE FAMILY,107500,9/9/2021,36.1770404,-86.8122468,3,,
483,0  TULIP GROVE  RD,HERMITAGE,VACANT RESIDENTIAL LAND,200000,9/13/2021,36.1770401,-86.6000366,7,,
484,0  SELMA  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,415000,9/16/2021,36.1769198,-86.6921349,7,,
485,2430  MAPLECREST  DR,NASHVILLE,SINGLE FAMILY,288000,9/3/2021,36.1769036,-86.6789517,7,,
486,200  DOCKSIDE  CT,HERMITAGE,SINGLE FAMILY,305000,9/21/2021,36.1768213,-86.6201184,7,,
487,217  THISTLE  LN,HERMITAGE,RESIDENTIAL CONDO,165000,9/10/2021,36.1765179,-86.6116659,7,,
488,389  MONROE  ST,NASHVILLE,RESIDENTIAL CONDO,620000,9/17/2021,36.176416,-86.787864,9,,
489,213  THISTLE  LN,HERMITAGE,RESIDENTIAL CONDO,165000,9/27/2021,36.1763662,-86.6115477,7,,
490,205  BERMUDA  DR,NASHVILLE,SINGLE FAMILY,410000,9/10/2021,36.1758109,-86.6961791,7,,
491,0  OLD POND CREEK  RD,PEGRAM,VACANT RURAL LAND,180000,9/24/2021,36.1752438,-87.0424251,3,,
492,1905  HOLLY  ST,NASHVILLE,RESIDENTIAL COMBO/MISC,1321200,9/27/2021,36.1752057,-86.7360385,6,,
493,508  MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,522000,9/1/2021,36.175009,-86.788922,9,,
494,4252  VALLEY GROVE  DR,HERMITAGE,SINGLE FAMILY,302000,9/7/2021,36.1749845,-86.5907933,7,,
495,1808  HOLLY  ST,NASHVILLE,VACANT RESIDENTIAL LAND,410000,9/24/2021,36.1748432,-86.7375119,6,,
496,1529  21ST  AVE N,NASHVILLE,SINGLE FAMILY,417000,9/3/2021,36.174418,-86.8108344,3,,
497,1803  RUSSELL  ST,NASHVILLE,SINGLE FAMILY,448700,9/9/2021,36.1742453,-86.7381209,6,,
498,1527  23RD  AVE N,NASHVILLE,SINGLE FAMILY,205000,9/7/2021,36.1742325,-86.8134237,3,,
499,601   MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,699000,9/17/2021,36.1741579,-86.7892472,9,,
500,601   MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,780100,9/21/2021,36.1741579,-86.7892472,9,,
501,601   MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,1930000,9/17/2021,36.1741579,-86.7892472,9,,
502,800  WOODLAND  ST,NASHVILLE,RESIDENTIAL CONDO,295000,9/27/2021,36.1740488,-86.7582536,6,,
503,2706  FORTLAND  DR,NASHVILLE,SINGLE FAMILY,499000,9/14/2021,36.1736083,-86.7209476,6,,
504,1201   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,900000,9/29/2021,36.1735043,-86.7956097,9,,
505,1600 B KNOWLES  ST,NASHVILLE,SINGLE FAMILY,495000,9/29/2021,36.1734769,-86.8041251,3,,
506,4224  VALLEY GROVE  DR,HERMITAGE,SINGLE FAMILY,300000,9/16/2021,36.1734052,-86.5911282,7,,
507,1125   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,275000,9/14/2021,36.173282,-86.7954254,9,,
508,1125   10TH  AVE N,NASHVILLE,SINGLE FAMILY,364900,9/28/2021,36.173282,-86.7954254,9,,
509,1125   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,375900,9/10/2021,36.173282,-86.7954254,9,,
510,1125   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,374900,9/15/2021,36.173282,-86.7954254,9,,
511,1125   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,399900,9/23/2021,36.173282,-86.7954254,9,,
512,748  1ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,405000,9/7/2021,36.172987,-86.780329,9,,
513,4232   MAGNOLIA FARMS  DR,HERMITAGE,SINGLE FAMILY,484600,9/3/2021,36.1728254,-86.6305051,7,,
514,1900  FATHERLAND  ST,NASHVILLE,SINGLE FAMILY,650000,9/8/2021,36.1726433,-86.7368636,6,,
515,2921  CHAPELWOOD  DR,HERMITAGE,SINGLE FAMILY,378000,9/27/2021,36.1720224,-86.6164026,7,,
516,211  RIVERSTONE  CT,NASHVILLE,RESIDENTIAL CONDO,253000,9/13/2021,36.171968,-86.654373,7,,
517,1615  HEIMAN  ST,NASHVILLE,SINGLE FAMILY,220000,9/7/2021,,0,3,,
518,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,979000,9/22/2021,36.1716029,-86.7796691,9,,
519,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,579900,9/22/2021,36.1716029,-86.7796691,9,,
520,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,609500,9/23/2021,36.1716029,-86.7796691,9,,
521,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,671000,9/22/2021,36.1716029,-86.7796691,9,,
522,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,1040000,9/22/2021,36.1716029,-86.7796691,9,,
523,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,689900,9/3/2021,36.1716029,-86.7796691,9,,
524,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,1041000,9/21/2021,36.1716029,-86.7796691,9,,
525,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,1115000,9/23/2021,36.1716029,-86.7796691,9,,
526,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,990000,9/20/2021,36.1716029,-86.7796691,9,,
527,4478  CLEECES FERRY  RD,NASHVILLE,SINGLE FAMILY,400000,9/14/2021,36.1715772,-86.9320105,4,,
528,3911  DODSON CHAPEL  RD,HERMITAGE,RESIDENTIAL CONDO,222000,9/17/2021,36.1708162,-86.6141968,7,,
529,519  S 10TH  ST,NASHVILLE,SINGLE FAMILY,316000,9/10/2021,36.1700445,-86.7519888,6,,
530,3942  HOGGETT FORD  RD,HERMITAGE,RESIDENTIAL CONDO,290000,9/3/2021,36.1699011,-86.6174366,7,,
531,511  S 9TH  ST,NASHVILLE,SINGLE FAMILY,485000,9/15/2021,36.1697893,-86.7535207,6,,
532,1328  RIVERBROOK  DR,HERMITAGE,RESIDENTIAL CONDO,283000,9/17/2021,36.1689181,-86.6178895,7,,
533,510  GAY  ST,NASHVILLE,RESIDENTIAL CONDO,223000,9/7/2021,36.1681856,-86.7842662,9,,
534,109  SPRING VALLEY  RD,NASHVILLE,SINGLE FAMILY,544900,9/20/2021,36.1681449,-86.6717522,7,,
535,2101  JUNE  DR,NASHVILLE,SINGLE FAMILY,472500,9/22/2021,36.1676584,-86.7048298,7,,
536,6108 B NEW YORK  AVE,NASHVILLE,RESIDENTIAL CONDO,548000,9/29/2021,36.1673673,-86.8602089,3,,
537,1423  FULTON  ST,NASHVILLE,SINGLE FAMILY,250000,9/10/2021,36.1672735,-86.7451143,6,,
538,200  BLUE HILLS  DR,NASHVILLE,SINGLE FAMILY,380000,9/10/2021,36.1672684,-86.6867992,7,,
539,2713  OVERHILL  CIR,NASHVILLE,SINGLE FAMILY,647000,9/3/2021,36.1669312,-86.6715358,7,,
540,1628  STONEWATER  DR,HERMITAGE,SINGLE FAMILY,402000,9/13/2021,36.166887,-86.6191204,7,,
541,1626   54TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,317000,9/17/2021,36.1666738,-86.852814,3,,
542,1803 B SEVIER  ST,NASHVILLE,RESIDENTIAL CONDO,600000,9/17/2021,36.1662783,-86.7391242,6,,
543,5700  ST CHARLES  CT,HERMITAGE,SINGLE FAMILY,399900,9/17/2021,36.1662207,-86.5850786,8,,
544,753   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,457600,9/17/2021,36.1660138,-86.7001849,7,,
545,755   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,459200,9/16/2021,36.1660061,-86.7002695,7,,
546,757   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,449900,9/10/2021,36.1660033,-86.7003547,7,,
547,761   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,439900,9/20/2021,36.1659891,-86.7005355,7,,
548,763   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,459900,9/22/2021,36.1659862,-86.7006207,7,,
549,1125  39TH  AVE N,NASHVILLE,SINGLE FAMILY,305000,9/9/2021,36.1649967,-86.8343684,3,,
550,1505   54TH  AVE N,NASHVILLE,CONDOMINIUM OFC  OR OTHER COM CONDO,455000,9/17/2021,36.1646092,-86.853501,3,,
551,231   REP JOHN LEWIS  WAY N,NASHVILLE,RESIDENTIAL CONDO,330000,9/17/2021,36.1638951,-86.7809494,9,,
552,1417   54TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,620000,9/9/2021,36.1635998,-86.8531967,3,,
553,2824  COLONIAL  CIR,NASHVILLE,SINGLE FAMILY,375000,9/9/2021,36.1631821,-86.6608919,7,,
554,680   JAMES  AVE,NASHVILLE,RESIDENTIAL CONDO,385000,9/9/2021,36.1628312,-86.8713452,3,,
555,515   CHURCH  ST,NASHVILLE,RESIDENTIAL CONDO,428000,9/7/2021,36.162796,-86.7804741,9,,
556,5307  HUNTERS POINT  CT,HERMITAGE,ZERO LOT LINE,190000,9/9/2021,36.162736,-86.580026,8,,
557,605  OAK HARBOR  CV,HERMITAGE,SINGLE FAMILY,390000,9/16/2021,36.162734,-86.5876404,8,,
558,2116  HERMAN  ST,NASHVILLE,SINGLE FAMILY,235000,9/21/2021,36.1626766,-86.8091474,2,,
559,2600   LANDCREST  CT,NASHVILLE,VACANT RESIDENTIAL LAND,496800,9/10/2021,36.1626638,-86.7816016,1,,
560,1069  TREATY OAKS  DR,NASHVILLE,RESIDENTIAL CONDO,465000,9/13/2021,36.1625783,-86.859361,3,,
561,1017  TREATY OAKS  DR,NASHVILLE,RESIDENTIAL CONDO,466000,9/1/2021,36.1624605,-86.859634,3,,
562,700  CHURCH  ST,NASHVILLE,RESIDENTIAL CONDO,300000,9/8/2021,36.1621326,-86.783187,9,,
563,1204   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1621129,-86.8455823,3,,
564,1216   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.16211,-86.8457681,3,,
565,1212   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1621086,-86.845768,3,,
566,1206   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1621065,-86.8457679,3,,
567,220   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161851,-86.84494,3,,
568,216   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161844,-86.84477,3,,
569,218   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161839,-86.844863,3,,
570,242   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161832,-86.845554,3,,
571,240   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161823,-86.845359,3,,
572,222   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161823,-86.845195,3,,
573,244   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1617752,-86.8456355,3,,
574,246   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1617731,-86.8457255,3,,
575,252   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1617551,-86.8459052,3,,
576,248   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161754,-86.8458141,3,,
577,250   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1617518,-86.8459012,3,,
578,1210   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161744,-86.8463787,3,,
579,212   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161734,-86.844643,3,,
580,224   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1616789,-86.8453102,3,,
581,236   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161677,-86.845325,3,,
582,238   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1616753,-86.845349,3,,
583,1200   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1616674,-86.8455627,3,,
584,226   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1616646,-86.8453102,3,,
585,1214   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1616636,-86.846071,3,,
586,210   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161659,-86.844614,3,,
587,234   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161594,-86.845319,3,,
588,228   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1615867,-86.8453102,3,,
589,232   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1615863,-86.8453231,3,,
590,208   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161582,-86.844601,3,,
591,258   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1615193,-86.8457968,3,,
592,206   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161506,-86.844612,3,,
593,1217   NATIONS  DR,NASHVILLE,RESIDENTIAL CONDO,480000,9/8/2021,36.161503,-86.8577893,3,,
594,262   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161498,-86.845647,3,,
595,264   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1614916,-86.8455995,3,,
596,260   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161488,-86.845793,3,,
597,256   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161487,-86.845986,3,,
598,230   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161476,-86.8453784,3,,
599,204   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161438,-86.844613,3,,
600,200   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.16136,-86.844592,3,,
601,261   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1613436,-86.8456442,3,,
602,259   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1613401,-86.8457891,3,,
603,257   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1613361,-86.8458445,3,,
604,645   NASHUA  LN,NASHVILLE,RESIDENTIAL CONDO,425000,9/9/2021,36.1613298,-86.8707452,3,,
605,1202   49TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1613269,-86.8463549,3,,
606,203   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161318,-86.844918,3,,
607,201   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161308,-86.844816,3,,
608,253   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.16129,-86.84611,3,,
609,263   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161289,-86.845527,3,,
610,267   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1612762,-86.8453012,3,,
611,265   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161276,-86.845418,3,,
612,269   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1612747,-86.8452099,3,,
613,255   FOUNDERS  LN,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161271,-86.846008,3,,
614,6512  LAMPE  CT,HERMITAGE,SINGLE FAMILY,440000,9/7/2021,36.1610432,-86.5827091,8,,
615,4714   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1610221,-86.8446004,3,,
616,4718   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1610179,-86.8447554,3,,
617,4720   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1610122,-86.8448771,3,,
618,4716   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1610121,-86.8447137,3,,
619,4724   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.161012,-86.8450365,3,,
620,4722   TENNESSEE  AVE,NASHVILLE,RESIDENTIAL CONDO,34131000,9/16/2021,36.1610101,-86.8449499,3,,
621,300   STEWARTS FERRY  PIKE,NASHVILLE,RESIDENTIAL CONDO,289000,9/4/2021,36.1608801,-86.6455712,7,,
622,1090  GARLAND HOLLOW  RD,PEGRAM,SINGLE FAMILY,250000,9/14/2021,36.160729,-86.989041,3,,
623,2634  WOODBERRY  DR,NASHVILLE,SINGLE FAMILY,290000,9/1/2021,36.1607209,-86.6684078,7,,
624,1227  CHICKADEE  CIR,HERMITAGE,RESIDENTIAL CONDO,422000,9/2/2021,36.1604249,-86.575977,8,,
625,5922 A  CARL  PL,NASHVILLE,RESIDENTIAL CONDO,540000,9/21/2021,36.160363,-86.8613009,3,,
626,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
627,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
628,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
629,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
630,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
631,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
632,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
633,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
634,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
635,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
636,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
637,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
638,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
639,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
640,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
641,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
642,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
643,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
644,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
645,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
646,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
647,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
648,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
649,647   VERNON  AVE,NASHVILLE,RESIDENTIAL CONDO,13920300,9/16/2021,36.1602708,-86.8691386,3,,
650,718  29TH  AVE N,NASHVILLE,SINGLE FAMILY,500000,9/3/2021,36.1601247,-86.8198578,2,,
651,5410 B KENTUCKY  AVE,NASHVILLE,SINGLE FAMILY,701000,9/20/2021,36.1600041,-86.853807,3,,
652,927  MARILYN  RD,NASHVILLE,SINGLE FAMILY,255000,9/3/2021,36.159998,-86.862101,3,,
653,723  26TH  AVE N,NASHVILLE,TRIPLEX,364600,9/15/2021,36.159983,-86.815452,2,,
654,717  27TH  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,240000,9/7/2021,36.1597432,-86.8167974,2,,
655,2844  SURREY  RD,NASHVILLE,SINGLE FAMILY,328000,9/16/2021,36.1597033,-86.6584716,7,,
656,4603   KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,631000,9/21/2021,36.1596849,-86.8427006,3,,
657,5111  KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,355000,9/17/2021,36.1596044,-86.8501298,3,,
658,5523  KENTUCKY  AVE,NASHVILLE,RESIDENTIAL CONDO,492000,9/14/2021,36.1594449,-86.8554117,3,,
659,4602 A MICHIGAN  AVE,NASHVILLE,RESIDENTIAL CONDO,580000,9/13/2021,36.1592565,-86.8428349,3,,
660,413  FISK  ST,NASHVILLE,ZERO LOT LINE,220000,9/24/2021,36.159112,-86.7998185,2,,
661,4908 A  MICHIGAN  AVE,NASHVILLE,SINGLE FAMILY,660000,9/8/2021,36.1590414,-86.8472485,3,,
662,4908 B  MICHIGAN  AVE,NASHVILLE,SINGLE FAMILY,670000,9/3/2021,36.1590414,-86.8472485,3,,
663,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,310000,9/10/2021,36.1590233,-86.7747072,9,,
664,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,373500,9/24/2021,36.1590233,-86.7747072,9,,
665,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,395000,9/13/2021,36.1590233,-86.7747072,9,,
666,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,360000,9/2/2021,36.1590233,-86.7747072,9,,
667,301  DEMONBREUN  ST,NASHVILLE,RESIDENTIAL CONDO,385000,9/16/2021,36.1590233,-86.7747072,9,,
668,414  STEWARTS FERRY  PIKE,NASHVILLE,RESIDENTIAL CONDO,190000,9/23/2021,36.1588926,-86.64228,7,,
669,610   21ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,625000,9/21/2021,36.1588827,-86.8066364,2,,
