PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,Restaurants,Supermarkets,Liquor_Stores,Schools,Churches,Convenience_Store,Drug store,Fire_Station,Hospital,Bars
347,1527  HAYDEN  DR,NASHVILLE,SINGLE FAMILY,320000,9/3/2021,36.1948703,-86.7145011,6,20,6,17,20,20,20,10,6,6,20
348,1317 A STAINBACK  AVE,NASHVILLE,SINGLE FAMILY,516200,9/20/2021,36.1948649,-86.7640862,6,20,14,20,20,20,20,18,9,20,20
349,0  PORTER  RD,NASHVILLE,RESIDENTIAL CONDO,560000,9/7/2021,36.1947102,-86.7257111,6,20,9,20,20,20,20,12,6,5,20
350,3811  BONNACREEK  DR,HERMITAGE,SINGLE FAMILY,350000,9/2/2021,36.1940436,-86.6342195,7,20,5,13,20,20,20,9,3,19,18
351,2412 A N 16TH  ST,NASHVILLE,RESIDENTIAL CONDO,510000,9/14/2021,36.1939528,-86.736785,6,20,8,20,20,20,20,12,5,6,20
352,119  PORTER  TER,NASHVILLE,RESIDENTIAL CONDO,310300,9/7/2021,36.1937593,-86.7253039,6,20,9,20,20,20,20,12,6,5,20
353,1218 A  STOCKELL  ST,NASHVILLE,RESIDENTIAL CONDO,550000,9/3/2021,36.193593,-86.7689157,6,20,14,20,20,20,20,20,9,20,20
354,1218 B  STOCKELL  ST,NASHVILLE,RESIDENTIAL CONDO,549900,9/20/2021,36.193593,-86.7689157,6,20,14,20,20,20,20,20,9,20,20
355,1509  DUGGER  DR,NASHVILLE,SINGLE FAMILY,395000,9/17/2021,36.1934447,-86.7119459,6,20,5,17,20,20,20,10,5,7,20
356,927  DOUGLAS  AVE,NASHVILLE,SINGLE FAMILY,350000,9/10/2021,36.1931423,-86.7475107,6,20,10,20,20,20,20,16,7,9,20
357,117  CUMBERLAND  TRCE,NASHVILLE,RESIDENTIAL CONDO,240000,9/17/2021,36.193019,-86.67128,7,20,4,13,20,20,20,8,3,11,20
358,1906  MANCHESTER  AVE,NASHVILLE,SINGLE FAMILY,235000,9/15/2021,36.1927744,-86.8364369,4,20,10,12,20,20,20,8,8,20,20
359,1209  PENNOCK  AVE,NASHVILLE,SINGLE FAMILY,255000,9/17/2021,36.1927045,-86.7658135,6,20,14,20,20,20,20,20,9,20,20
360,1533  DOUGLAS  AVE,NASHVILLE,SINGLE FAMILY,395000,9/10/2021,36.1920774,-86.7367555,6,20,9,20,20,20,20,12,5,7,20
361,1127  STOCKELL  ST,NASHVILLE,SINGLE FAMILY,385000,9/23/2021,36.1918878,-86.768523,6,20,14,20,20,20,20,20,9,20,20
362,1125  STAINBACK  AVE,NASHVILLE,SINGLE FAMILY,420000,9/23/2021,36.1917397,-86.7645962,6,20,14,20,20,20,20,20,9,20,20
363,308  AUTUMN CHASE  DR,NASHVILLE,RESIDENTIAL CONDO,325000,9/16/2021,36.191462,-86.6721,7,20,4,14,20,20,20,8,3,11,20
364,4513  RACCOON  TRL,HERMITAGE,SINGLE FAMILY,360000,9/16/2021,36.1913887,-86.5799348,7,20,4,5,20,20,20,7,2,12,13
365,4225  NEW HOPE MEADOW  RD,HERMITAGE,SINGLE FAMILY,485000,9/15/2021,36.1913318,-86.5771952,7,20,4,5,20,20,20,7,2,12,13
366,5217   MOUNTAINBROOK  CIR,HERMITAGE,SINGLE FAMILY,629000,9/9/2021,36.1912287,-86.6440852,7,20,4,16,20,20,20,10,4,20,20
367,5149  MOUNTAINBROOK  CIR,HERMITAGE,SINGLE FAMILY,675000,9/29/2021,36.19107,-86.6406798,7,20,4,16,20,20,20,10,3,20,20
368,1911  HAILEY  AVE,NASHVILLE,SINGLE FAMILY,275000,9/1/2021,36.1909392,-86.8315057,4,20,11,14,20,20,20,10,8,20,20
369,6015  BALTIC  DR,HERMITAGE,SINGLE FAMILY,299100,9/3/2021,36.1908004,-86.6197506,7,20,5,11,20,20,20,8,2,19,18
370,6022  CORTEZ  CT,HERMITAGE,SINGLE FAMILY,200000,9/10/2021,36.1907292,-86.6187265,7,20,5,11,20,20,20,8,2,19,18
371,1718  COUNTY HOSPITAL  RD,NASHVILLE,SINGLE FAMILY,185000,9/8/2021,36.1903435,-86.8364496,4,20,10,13,20,20,20,12,8,20,20
372,6016  BALTIC  DR,HERMITAGE,SINGLE FAMILY,285000,9/9/2021,36.1902932,-86.6197899,7,20,5,12,20,20,20,8,2,19,18
373,606   EVANSTON  AVE,NASHVILLE,RESIDENTIAL CONDO,600000,9/17/2021,36.190224,-86.7603311,6,20,12,20,20,20,20,19,9,20,20
374,877  CARTER  ST,NASHVILLE,SINGLE FAMILY,475000,9/23/2021,36.1900609,-86.7557596,6,20,12,20,20,20,20,17,7,16,20
375,953  SHARPE  AVE,NASHVILLE,SINGLE FAMILY,605000,9/2/2021,36.1900404,-86.7502997,6,20,11,20,20,20,20,17,7,13,20
376,2305  18TH  AVE N,NASHVILLE,SINGLE FAMILY,350000,9/2/2021,36.1899274,-86.8124821,3,20,16,20,20,20,20,15,9,20,20
377,1018  STOCKELL  ST,NASHVILLE,SINGLE FAMILY,639900,9/22/2021,36.1898754,-86.7693083,6,20,15,20,20,20,20,20,9,20,20
378,1413  KELLOW  ST,NASHVILLE,DUPLEX,350000,9/7/2021,36.189689,-86.811758,3,20,16,20,20,20,20,15,9,20,20
379,1002  SHARPE  AVE,NASHVILLE,SINGLE FAMILY,430000,9/27/2021,36.1895897,-86.7500837,6,20,12,20,20,20,20,17,7,13,20
380,1624  JACKSONS VALLEY  PL,HERMITAGE,SINGLE FAMILY,425000,9/16/2021,36.1895811,-86.6035602,7,20,5,10,20,20,20,9,2,17,15
381,1016  N 6TH  ST,NASHVILLE,SINGLE FAMILY,640000,9/15/2021,36.1894107,-86.7614937,6,20,13,20,20,20,20,19,9,20,20
382,1012  N 6TH  ST,NASHVILLE,SINGLE FAMILY,461500,9/23/2021,36.1891576,-86.761533,6,20,13,20,20,20,20,19,8,20,20
383,1408  WALSH  ST,NASHVILLE,SINGLE FAMILY,387000,9/23/2021,36.1891398,-86.8115406,3,20,17,20,20,20,20,16,9,20,20
384,850  ROSE PARK  DR,NASHVILLE,SINGLE FAMILY,385000,9/24/2021,36.1883664,-86.7075034,6,20,5,18,20,20,20,10,5,9,20
385,905  N 2ND  ST,NASHVILLE,SINGLE FAMILY,307500,9/3/2021,36.1879603,-86.7705648,6,20,15,20,20,20,20,20,9,20,20
386,1725 A  MCKINNEY  AVE,NASHVILLE,RESIDENTIAL CONDO,415000,9/1/2021,36.1875214,-86.8144179,3,20,17,20,20,20,20,17,10,20,20
387,50  WATERS  AVE,NASHVILLE,RESIDENTIAL CONDO,500000,9/28/2021,36.1863574,-86.7260597,6,20,8,19,20,20,20,11,6,9,20
388,1618  BENJAMIN  ST,NASHVILLE,SINGLE FAMILY,420000,9/10/2021,36.1862152,-86.7389068,6,20,7,20,20,20,20,16,6,9,20
389,946  RIVERSIDE  DR,NASHVILLE,RESIDENTIAL CONDO,495000,9/8/2021,36.1860314,-86.7259338,6,20,8,19,20,20,20,11,6,9,20
390,1423  SUMNER  AVE,NASHVILLE,SINGLE FAMILY,745000,9/24/2021,36.1859854,-86.7421481,6,20,8,20,20,20,20,16,8,9,20
391,2010 B BENJAMIN  ST,NASHVILLE,RESIDENTIAL CONDO,696000,9/18/2021,36.1858329,-86.7329911,6,20,9,20,20,20,20,13,7,11,20
392,1822 B  5TH  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,729000,9/8/2021,36.1853912,-86.794864,9,20,19,20,20,20,20,20,12,20,20
393,805 B N 12TH  ST,NASHVILLE,RESIDENTIAL CONDO,325000,9/1/2021,36.1852175,-86.7458607,6,20,11,20,20,20,20,16,7,12,20
394,3521  GLENFALLS  DR,HERMITAGE,SINGLE FAMILY,305600,9/24/2021,36.1851663,-86.5853151,7,20,5,6,20,20,20,7,2,13,13
395,908  W EASTLAND  AVE,NASHVILLE,SINGLE FAMILY,617000,9/15/2021,36.185014,-86.7571343,6,20,11,20,20,20,20,18,7,20,20
396,210  FALL  ST,NASHVILLE,SINGLE FAMILY,929000,9/17/2021,36.18481,-86.7331896,6,20,9,20,20,20,20,13,8,11,20
397,3309  PANORAMA  DR,NASHVILLE,SINGLE FAMILY,140000,9/20/2021,36.1845762,-86.8440925,4,20,10,12,20,20,20,12,7,20,20
398,1408  WOODCHIMES  CT,HERMITAGE,SINGLE FAMILY,262000,9/1/2021,36.1841806,-86.6007859,7,20,5,10,20,20,20,8,2,17,15
399,1910  FRANKLIN  AVE,NASHVILLE,SINGLE FAMILY,455000,9/15/2021,36.184016,-86.7351544,6,20,9,20,20,20,20,12,8,11,20
400,4058  FARMINGHAM WOODS  DR,HERMITAGE,SINGLE FAMILY,350000,9/13/2021,36.1840037,-86.5861428,7,20,5,7,20,20,20,7,2,14,13
401,3244  HINKLE  DR,NASHVILLE,SINGLE FAMILY,180000,9/24/2021,36.1833395,-86.8373486,4,20,13,17,20,20,20,14,8,20,20
402,2717  EASTLAND  AVE,NASHVILLE,SINGLE FAMILY,685000,9/2/2021,36.1831032,-86.7117886,6,20,6,20,20,20,20,10,5,10,20
403,2752  WINDEMERE  DR,NASHVILLE,SINGLE FAMILY,450000,9/7/2021,36.1830081,-86.6836721,7,20,3,12,20,20,20,5,3,11,20
404,2705  ASPEN  DR,NASHVILLE,SINGLE FAMILY,375000,9/20/2021,36.1825694,-86.8216942,3,20,15,20,20,20,20,19,10,20,20
405,3235  LAGRANGE  DR,NASHVILLE,SINGLE FAMILY,205000,9/2/2021,36.1824924,-86.8406361,4,20,11,14,20,20,20,13,7,20,20
406,1425  STRATTON  AVE,NASHVILLE,DUPLEX,383600,9/1/2021,36.1824663,-86.7428357,6,20,11,20,20,20,20,15,8,14,20
407,3242  CROWE  DR,NASHVILLE,SINGLE FAMILY,332000,9/8/2021,36.1823775,-86.842687,4,20,12,13,20,20,20,13,7,20,20
408,5902  COLCHESTER  DR,HERMITAGE,SINGLE FAMILY,333500,9/20/2021,36.1823189,-86.5849998,7,20,5,7,20,20,20,7,2,14,13
409,1701  6TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,480000,9/7/2021,36.1818877,-86.7941674,9,20,17,20,20,20,20,20,12,20,20
410,1826  16TH  AVE N,NASHVILLE,SINGLE FAMILY,320500,9/7/2021,36.1818612,-86.8102851,3,20,17,20,20,20,20,18,12,20,20
411,617   NEILL  AVE,NASHVILLE,SINGLE FAMILY,799000,9/17/2021,36.1817852,-86.7597222,6,20,10,20,20,20,20,19,8,20,20
412,418  HART  AVE,NASHVILLE,SINGLE FAMILY,464000,9/27/2021,36.1817075,-86.7562898,6,20,10,20,20,20,20,18,8,20,20
413,3229  PANORAMA  DR,NASHVILLE,SINGLE FAMILY,158000,9/10/2021,36.1816634,-86.8413158,4,20,12,15,20,20,20,14,7,20,20
414,203  BERRY  ST,NASHVILLE,SINGLE FAMILY,540000,9/16/2021,36.1816012,-86.7712127,6,20,13,20,20,20,20,20,9,20,20
415,504  N 17TH  ST,NASHVILLE,SINGLE FAMILY,650000,9/17/2021,36.1815991,-86.7389853,6,20,8,20,20,20,20,14,8,11,20
416,1618 B 6TH  AVE N,NASHVILLE,SINGLE FAMILY,687800,9/24/2021,36.1812447,-86.7931066,9,20,17,20,20,20,20,20,12,20,20
417,1813  MCEWEN  AVE,NASHVILLE,SINGLE FAMILY,725000,9/17/2021,36.1809632,-86.7349229,6,20,9,20,20,20,20,13,9,12,20
418,1802  24TH  AVE N,NASHVILLE,SINGLE FAMILY,402000,9/10/2021,36.1809105,-86.8159736,3,20,15,20,20,20,20,18,11,20,20
419,538  SKYVIEW  DR,NASHVILLE,SINGLE FAMILY,609000,9/20/2021,36.1808289,-86.7293582,6,20,9,20,20,20,20,15,10,10,20
420,402  HART  AVE,NASHVILLE,SINGLE FAMILY,770000,9/27/2021,36.1806742,-86.7564666,6,20,10,20,20,20,20,18,8,20,20
421,1615 A 6TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,187500,9/6/2021,36.1806135,-86.7933619,9,20,17,20,20,20,20,20,12,20,20
422,149  TULIP GROVE  PT,HERMITAGE,SINGLE FAMILY,453100,9/16/2021,36.1804582,-86.5970589,7,20,5,10,20,20,20,8,2,17,15
423,613  SHADY  LN,NASHVILLE,SINGLE FAMILY,600000,9/17/2021,36.1798737,-86.7300655,6,20,9,20,20,20,20,15,10,10,20
424,3505  MAGNUM  DR,HERMITAGE,DUPLEX,250000,9/2/2021,36.1794206,-86.612864,7,20,5,11,20,20,20,8,2,18,18
425,1718  ORDWAY  PL,NASHVILLE,SINGLE FAMILY,400000,9/7/2021,36.1793193,-86.737728,6,20,9,20,20,20,20,14,7,12,20
426,1325   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,833100,9/24/2021,36.1792571,-86.7863385,9,20,17,20,20,20,20,20,11,20,20
427,1321   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,649900,9/27/2021,36.179211,-86.7863666,9,20,17,20,20,20,20,20,11,20,20
428,1323   2ND  AVE N,NASHVILLE,RESIDENTIAL CONDO,795000,9/23/2021,36.1792077,-86.7863027,9,20,17,20,20,20,20,20,11,20,20
429,1810  ORDWAY  PL,NASHVILLE,DUPLEX,598000,9/9/2021,36.1791146,-86.7364314,6,20,9,20,20,20,20,14,8,11,20
430,1708  12TH  AVE N,NASHVILLE,SINGLE FAMILY,345500,9/22/2021,36.1790954,-86.8050668,3,20,17,20,20,20,20,19,12,20,20
431,419  VAN BUREN  ST,NASHVILLE,RESIDENTIAL CONDO,320000,9/15/2021,36.179084,-86.789796,9,20,17,20,20,20,20,20,11,20,20
432,213 B N 9TH  ST,NASHVILLE,RESIDENTIAL CONDO,285000,9/15/2021,36.1790696,-86.757671,6,20,10,20,20,20,20,18,9,20,20
433,213 A N 9TH  ST,NASHVILLE,RESIDENTIAL CONDO,300000,9/15/2021,36.1790696,-86.757671,6,20,10,20,20,20,20,18,9,20,20
434,1734  16TH  AVE N,NASHVILLE,QUADPLEX,371900,9/15/2021,36.1789581,-86.8083519,3,20,17,20,20,20,20,18,13,20,20
435,209  BELDING  DR,NASHVILLE,SINGLE FAMILY,344800,9/23/2021,36.1787631,-86.649793,7,20,4,17,20,20,20,9,3,20,20
436,1731  16TH  AVE N,NASHVILLE,QUADPLEX,463500,9/15/2021,36.1787077,-86.8088139,3,20,17,20,20,20,20,18,13,20,20
437,1350  ROSA L PARKS  BLVD,NASHVILLE,RESIDENTIAL CONDO,421200,9/24/2021,36.1784973,-86.7941478,9,20,18,20,20,20,20,20,11,20,20
438,2807  LUMAR  LN,NASHVILLE,SINGLE FAMILY,550000,9/23/2021,36.1784253,-86.6726964,7,20,4,13,20,20,20,7,3,10,20
439,1325  5TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,426000,9/3/2021,36.1782432,-86.7901837,9,20,17,20,20,20,20,20,11,20,20
440,106 A  MYRTLE  ST,NASHVILLE,RESIDENTIAL CONDO,639900,9/21/2021,36.1781669,-86.7561916,6,20,10,20,20,20,20,18,9,20,20
441,106 C  MYRTLE  ST,NASHVILLE,RESIDENTIAL CONDO,629000,9/24/2021,36.1781669,-86.7561916,6,20,10,20,20,20,20,18,9,20,20
442,2219  MAPLECREST  DR,NASHVILLE,SINGLE FAMILY,415000,9/16/2021,36.1780167,-86.6931903,7,20,7,15,20,20,20,9,4,12,20
443,1714   24TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,365000,9/22/2021,36.1776789,-86.8150504,3,20,15,20,20,20,20,20,12,20,20
444,2600  BRITTANY  CT,NASHVILLE,SINGLE FAMILY,225000,9/7/2021,36.1772415,-86.7174493,6,20,6,20,20,20,20,10,6,10,20
445,1501 G 9TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,395000,9/24/2021,36.1771554,-86.7971554,9,20,18,20,20,20,20,20,14,20,20
446,2108  OSAGE  ST,NASHVILLE,SINGLE FAMILY,107500,9/9/2021,36.1770404,-86.8122468,3,20,15,20,20,20,20,18,13,20,20
447,0  TULIP GROVE  RD,HERMITAGE,VACANT RESIDENTIAL LAND,200000,9/13/2021,36.1770401,-86.6000366,7,20,4,10,20,20,20,8,2,17,15
448,0  SELMA  AVE,NASHVILLE,VACANT RESIDENTIAL LAND,415000,9/16/2021,36.1769198,-86.6921349,7,20,7,14,20,20,20,7,4,11,20
449,2430  MAPLECREST  DR,NASHVILLE,SINGLE FAMILY,288000,9/3/2021,36.1769036,-86.6789517,7,20,5,15,20,20,20,6,3,11,20
450,200  DOCKSIDE  CT,HERMITAGE,SINGLE FAMILY,305000,9/21/2021,36.1768213,-86.6201184,7,20,4,10,20,20,20,7,1,19,18
451,217  THISTLE  LN,HERMITAGE,RESIDENTIAL CONDO,165000,9/10/2021,36.1765179,-86.6116659,7,20,5,11,20,20,20,8,2,18,18
452,389  MONROE  ST,NASHVILLE,RESIDENTIAL CONDO,620000,9/17/2021,36.176416,-86.787864,9,20,3,9,20,20,18,4,1,9,20
453,213  THISTLE  LN,HERMITAGE,RESIDENTIAL CONDO,165000,9/27/2021,36.1763662,-86.6115477,7,20,5,11,20,20,20,8,2,18,18
454,205  BERMUDA  DR,NASHVILLE,SINGLE FAMILY,410000,9/10/2021,36.1758109,-86.6961791,7,20,7,16,20,20,20,10,4,12,20
455,0  OLD POND CREEK  RD,PEGRAM,VACANT RURAL LAND,180000,9/24/2021,36.1752438,-87.0424251,3,0,0,0,0,4,0,0,0,0,0
456,508  MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,522000,9/1/2021,36.175009,-86.788922,9,20,3,9,20,20,17,4,1,20,20
457,4252  VALLEY GROVE  DR,HERMITAGE,SINGLE FAMILY,302000,9/7/2021,36.1749845,-86.5907933,7,20,4,10,20,20,20,8,2,15,15
458,1808  HOLLY  ST,NASHVILLE,VACANT RESIDENTIAL LAND,410000,9/24/2021,36.1748432,-86.7375119,6,20,11,20,20,20,20,14,8,12,20
459,1529  21ST  AVE N,NASHVILLE,SINGLE FAMILY,417000,9/3/2021,36.174418,-86.8108344,3,20,14,20,20,20,20,19,13,20,20
460,1803  RUSSELL  ST,NASHVILLE,SINGLE FAMILY,448700,9/9/2021,36.1742453,-86.7381209,6,20,11,20,20,20,20,14,8,15,20
461,1527  23RD  AVE N,NASHVILLE,SINGLE FAMILY,205000,9/7/2021,36.1742325,-86.8134237,3,20,14,20,20,20,20,20,13,20,20
462,601   MADISON  ST,NASHVILLE,RESIDENTIAL CONDO,699000,9/17/2021,36.1741579,-86.7892472,9,20,4,10,20,20,17,4,1,20,20
463,800  WOODLAND  ST,NASHVILLE,RESIDENTIAL CONDO,295000,9/27/2021,36.1740488,-86.7582536,6,20,11,20,20,20,20,20,9,20,20
464,2706  FORTLAND  DR,NASHVILLE,SINGLE FAMILY,499000,9/14/2021,36.1736083,-86.7209476,6,20,7,20,20,20,20,11,8,9,20
465,1201   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,900000,9/29/2021,36.1735043,-86.7956097,9,20,4,10,20,20,18,7,2,20,20
466,1600 B KNOWLES  ST,NASHVILLE,SINGLE FAMILY,495000,9/29/2021,36.1734769,-86.8041251,3,20,13,20,20,20,20,19,14,20,20
467,4224  VALLEY GROVE  DR,HERMITAGE,SINGLE FAMILY,300000,9/16/2021,36.1734052,-86.5911282,7,20,4,9,20,20,20,8,2,15,15
468,1125   10TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,275000,9/14/2021,36.173282,-86.7954254,9,20,4,10,20,20,18,7,2,20,20
469,748  1ST  AVE N,NASHVILLE,RESIDENTIAL CONDO,405000,9/7/2021,36.172987,-86.780329,9,20,4,12,20,20,20,5,2,8,20
470,4232   MAGNOLIA FARMS  DR,HERMITAGE,SINGLE FAMILY,484600,9/3/2021,36.1728254,-86.6305051,7,20,4,16,20,20,20,9,3,20,20
471,1900  FATHERLAND  ST,NASHVILLE,SINGLE FAMILY,650000,9/8/2021,36.1726433,-86.7368636,6,20,11,20,20,20,20,15,8,15,20
472,2921  CHAPELWOOD  DR,HERMITAGE,SINGLE FAMILY,378000,9/27/2021,36.1720224,-86.6164026,7,20,3,10,20,20,20,6,1,17,17
473,211  RIVERSTONE  CT,NASHVILLE,RESIDENTIAL CONDO,253000,9/13/2021,36.171968,-86.654373,7,20,4,18,20,20,20,9,2,20,20
474,700   1ST  AVE N,NASHVILLE,VACANT RESIDENTIAL LAND,979000,9/22/2021,36.1716029,-86.7796691,9,20,4,13,20,20,20,5,3,9,20
475,4478  CLEECES FERRY  RD,NASHVILLE,SINGLE FAMILY,400000,9/14/2021,36.1715772,-86.9320105,4,2,0,0,2,5,1,0,0,0,2
476,3911  DODSON CHAPEL  RD,HERMITAGE,RESIDENTIAL CONDO,222000,9/17/2021,36.1708162,-86.6141968,7,20,3,10,20,20,20,5,1,16,16
477,519  S 10TH  ST,NASHVILLE,SINGLE FAMILY,316000,9/10/2021,36.1700445,-86.7519888,6,20,12,20,20,20,20,19,8,20,20
478,3942  HOGGETT FORD  RD,HERMITAGE,RESIDENTIAL CONDO,290000,9/3/2021,36.1699011,-86.6174366,7,20,3,11,20,20,20,5,1,17,19
479,511  S 9TH  ST,NASHVILLE,SINGLE FAMILY,485000,9/15/2021,36.1697893,-86.7535207,6,20,12,20,20,20,20,20,8,20,20
480,1328  RIVERBROOK  DR,HERMITAGE,RESIDENTIAL CONDO,283000,9/17/2021,36.1689181,-86.6178895,7,20,3,11,20,20,20,6,1,17,19
481,510  GAY  ST,NASHVILLE,RESIDENTIAL CONDO,223000,9/7/2021,36.1681856,-86.7842662,9,20,4,15,20,20,20,6,2,10,20
482,109  SPRING VALLEY  RD,NASHVILLE,SINGLE FAMILY,544900,9/20/2021,36.1681449,-86.6717522,7,20,6,17,20,20,20,6,2,12,20
483,2101  JUNE  DR,NASHVILLE,SINGLE FAMILY,472500,9/22/2021,36.1676584,-86.7048298,7,20,10,19,20,20,20,12,6,10,20
484,6108 B NEW YORK  AVE,NASHVILLE,RESIDENTIAL CONDO,548000,9/29/2021,36.1673673,-86.8602089,3,20,16,18,20,20,20,10,8,20,20
485,1423  FULTON  ST,NASHVILLE,SINGLE FAMILY,250000,9/10/2021,36.1672735,-86.7451143,6,20,13,20,20,20,20,13,8,18,20
486,200  BLUE HILLS  DR,NASHVILLE,SINGLE FAMILY,380000,9/10/2021,36.1672684,-86.6867992,7,20,7,15,20,20,20,6,3,12,20
487,2713  OVERHILL  CIR,NASHVILLE,SINGLE FAMILY,647000,9/3/2021,36.1669312,-86.6715358,7,20,6,17,20,20,20,6,2,12,20
488,1628  STONEWATER  DR,HERMITAGE,SINGLE FAMILY,402000,9/13/2021,36.166887,-86.6191204,7,20,3,11,20,20,20,6,1,17,19
489,1626   54TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,317000,9/17/2021,36.1666738,-86.852814,3,20,16,19,20,20,20,14,8,20,20
490,1803 B SEVIER  ST,NASHVILLE,RESIDENTIAL CONDO,600000,9/17/2021,36.1662783,-86.7391242,6,20,13,20,20,20,20,13,8,16,20
491,5700  ST CHARLES  CT,HERMITAGE,SINGLE FAMILY,399900,9/17/2021,36.1662207,-86.5850786,8,20,1,7,20,20,20,5,1,12,12
492,753   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,457600,9/17/2021,36.1660138,-86.7001849,7,20,10,17,20,20,20,9,6,12,20
493,755   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,459200,9/16/2021,36.1660061,-86.7002695,7,20,10,17,20,20,20,9,6,12,20
494,757   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,449900,9/10/2021,36.1660033,-86.7003547,7,20,10,17,20,20,20,10,6,12,20
495,761   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,439900,9/20/2021,36.1659891,-86.7005355,7,20,10,17,20,20,20,10,6,12,20
496,763   MILL CREEK MEADOW  DR,NASHVILLE,RESIDENTIAL CONDO,459900,9/22/2021,36.1659862,-86.7006207,7,20,10,17,20,20,20,10,6,12,20
497,1125  39TH  AVE N,NASHVILLE,SINGLE FAMILY,305000,9/9/2021,36.1649967,-86.8343684,3,20,18,20,20,20,20,19,11,20,20
498,1505   54TH  AVE N,NASHVILLE,CONDOMINIUM OFC  OR OTHER COM CONDO,455000,9/17/2021,36.1646092,-86.853501,3,20,15,19,20,20,20,14,8,20,20
499,231   REP JOHN LEWIS  WAY N,NASHVILLE,RESIDENTIAL CONDO,330000,9/17/2021,36.1638951,-86.7809494,9,20,4,17,20,20,20,7,3,10,20
500,1417   54TH  AVE N,NASHVILLE,RESIDENTIAL CONDO,620000,9/9/2021,36.1635998,-86.8531967,3,20,15,19,20,20,20,14,8,20,20
501,2824  COLONIAL  CIR,NASHVILLE,SINGLE FAMILY,375000,9/9/2021,36.1631821,-86.6608919,7,20,5,18,20,20,20,7,2,16,20
502,680   JAMES  AVE,NASHVILLE,RESIDENTIAL CONDO,385000,9/9/2021,36.1628312,-86.8713452,3,20,12,14,20,20,20,8,5,20,20
503,515   CHURCH  ST,NASHVILLE,RESIDENTIAL CONDO,428000,9/7/2021,36.162796,-86.7804741,9,20,4,17,20,20,20,7,3,8,20
504,5307  HUNTERS POINT  CT,HERMITAGE,ZERO LOT LINE,190000,9/9/2021,36.162736,-86.580026,8,20,0,5,14,20,20,3,1,11,9
505,605  OAK HARBOR  CV,HERMITAGE,SINGLE FAMILY,390000,9/16/2021,36.162734,-86.5876404,8,20,2,8,20,20,20,5,1,12,12
506,2116  HERMAN  ST,NASHVILLE,SINGLE FAMILY,235000,9/21/2021,36.1626766,-86.8091474,2,20,14,20,20,20,20,20,16,20,20
507,2600   LANDCREST  CT,NASHVILLE,VACANT RESIDENTIAL LAND,496800,9/10/2021,36.1626638,-86.7816016,1,20,4,17,20,20,20,7,3,15,20
508,1069  TREATY OAKS  DR,NASHVILLE,RESIDENTIAL CONDO,465000,9/13/2021,36.1625783,-86.859361,3,20,15,18,20,20,20,11,8,20,20
509,1017  TREATY OAKS  DR,NASHVILLE,RESIDENTIAL CONDO,466000,9/1/2021,36.1624605,-86.859634,3,20,15,18,20,20,20,11,8,20,20
510,700  CHURCH  ST,NASHVILLE,RESIDENTIAL CONDO,300000,9/8/2021,36.1621326,-86.783187,9,20,4,17,20,20,20,7,3,20,20
511,1217   NATIONS  DR,NASHVILLE,RESIDENTIAL CONDO,480000,9/8/2021,36.161503,-86.8577893,3,20,15,18,20,20,20,11,8,20,20
512,645   NASHUA  LN,NASHVILLE,RESIDENTIAL CONDO,425000,9/9/2021,36.1613298,-86.8707452,3,20,12,16,20,20,20,7,6,20,20
513,6512  LAMPE  CT,HERMITAGE,SINGLE FAMILY,440000,9/7/2021,36.1610432,-86.5827091,8,20,0,5,16,20,20,4,0,11,9
514,300   STEWARTS FERRY  PIKE,NASHVILLE,RESIDENTIAL CONDO,289000,9/4/2021,36.1608801,-86.6455712,7,20,4,16,20,20,20,9,2,20,20
515,1090  GARLAND HOLLOW  RD,PEGRAM,SINGLE FAMILY,250000,9/14/2021,36.160729,-86.989041,3,0,0,0,0,4,0,0,0,0,1
516,2634  WOODBERRY  DR,NASHVILLE,SINGLE FAMILY,290000,9/1/2021,36.1607209,-86.6684078,7,20,6,17,20,20,20,6,3,12,20
517,1227  CHICKADEE  CIR,HERMITAGE,RESIDENTIAL CONDO,422000,9/2/2021,36.1604249,-86.575977,8,20,0,3,11,19,16,2,0,9,7
518,5922 A  CARL  PL,NASHVILLE,RESIDENTIAL CONDO,540000,9/21/2021,36.160363,-86.8613009,3,20,15,17,20,20,20,10,7,20,20
519,718  29TH  AVE N,NASHVILLE,SINGLE FAMILY,500000,9/3/2021,36.1601247,-86.8198578,2,20,16,20,20,20,20,20,15,20,20
